work_id,recommended_date,recommended_amount,state,ida,mp_name,mp_key,constituency,work_category,work_description,sanction_date,sanction_amount,work_status,completion_date,amount_disbursed,completion_status,expenditure_amount,expenditure_date,vendor_name,vendor_key,expenditure_transaction_count,payment_status,allocated_amount,allocation_state,allocation_constituency,calamity_count,calamity_consent_amount,calamity_types,effective_sanction_amount,cost_overrun_amount,cost_deviation_pct,utilization_pct,remaining_sanction_amount,allocation_utilization_pct,expenditure_over_sanction_ratio,recommendation_to_sanction_days,sanction_to_expenditure_days,project_duration_days,completion_delay_days,effectively_completed,dashboard_status,mp_total_projects,mp_total_sanction_amount,mp_total_expenditure_amount,mp_utilization_pct,category_median_sanction,cost_vs_category_median_pct,vendor_project_count,vendor_total_payment,vendor_average_payment,vendor_mp_count,vendor_state_count,vendor_payment_share_pct,vendor_concentration,split_payment_flag,n_signals_available,flag_cost_overrun,rule_expenditure_over_sanction,flag_extreme_cost_overrun,flag_delayed_project,rule_extreme_delay,flag_suspicious_vendor,rule_vendor_concentration,flag_multiple_payments,rule_split_payment,flag_duplicate_payment,flag_duplicate_beneficiary,flag_geographic_inconsistency,flag_unusual_expenditure,flag_transaction_outlier,rule_suspicious_transaction,is_govt_body,anomaly_count,rule_score,anomaly_type,explanation,ml_anomaly_score,any_is_anomaly_v2,lof_anomaly_score,any_is_anomaly_lof,risk_score,risk_category,risk_signal_strength,dataset_version,analysis_run_id,analysis_mode,utilization_pct_completed,known_false_positive,alert_id,severity,status,action_required
WS/MP18036/2026-2027/300085,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0011,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300091,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0012,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300092,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0013,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300094,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0014,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300095,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0015,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300096,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0016,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300098,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0017,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300099,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0018,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300100,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0019,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300101,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0020,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300102,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0021,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300104,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0022,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300105,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0023,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300107,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0024,HIGH,Pending Verification,Review supporting records
WS/MP18036/2026-2027/300108,,,,,,,,,,,,,,,,249990.0,2026-08-25,CHANCH PRO ENGINEERS,CHANCH PRO ENGINEERS,1.0,Payment In-Progress,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,25,6249750.0,249990.0,1,1,4.0,0.006870019236053861,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,95.83902032514028,1,5.9999999967774995e-09,0,63.1,High,66.4,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0025,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234222,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0026,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234224,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0027,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234229,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0028,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234230,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0029,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234231,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0030,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234232,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0031,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234233,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0032,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234234,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0033,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234236,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0034,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234362,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0035,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234364,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0036,HIGH,Pending Verification,Review supporting records
WS/MP18041/2025-2026/234365,,,,,,,,,,,,,,,,820100.0,2026-07-03,SILIGURI TRADING CENTRE Previously Known as G AND D TRADERS,SILIGURI TRADING CENTRE PREVIOUSLY KNOWN AS G AND D TRADERS,1.0,Payment Success,83154562207.6,,,0.0,40567400.0,,,,,,,,,,,,,0,Under Implementation,3639,0.0,1479356807.0,,,,16,13121600.0,820100.0,1,1,6.25,0.004396812311074471,0,2,0,False,0,0,False,1,True,0,False,0,0,0,0,0,False,False,1,14,Suspicious Vendor,vendor has high project concentration,98.92575143369048,1,100.0,1,64.96,High,68.7,V22,RUN-20260905-0C8553,Early-Warning,,False,ALT-V22-0037,HIGH,Pending Verification,Review supporting records
