state,mp_name,total_works,works_with_sanction_data,total_sanctioned_amount,high_critical_count,avg_risk_score,max_risk_score,critical_count,high_count,medium_count,low_count,dataset_version,high_critical_rate_pct,small_sample_warning
Gujarat,Hasmukh Bhai Soma Bhai Patel,15,3,2494505.0,0,0.4233333333333333,2.51,0,0,0,15,V22,0.0,False
Gujarat,JASHUBHAI BHILUBHAI RATHVA,31,0,0.0,0,3.34,3.34,0,0,0,31,V22,0.0,False
Gujarat,Jaswantsinh Sumanbhai Bhabhor,122,119,41985188.0,0,20.191475409836066,29.23,0,0,2,120,V22,0.0,False
Gujarat,MUKESHKUMAR CHANDRAKAANT DALAL,69,0,0.0,0,3.34,3.34,0,0,0,69,V22,0.0,False
Gujarat,Mansukhbhai Dhanjibhai Vasava,108,0,0.0,0,3.9035185185185184,3.94,0,0,0,108,V22,0.0,False
Gujarat,Mitesh Rameshbhai Bakabhai Patel,94,5,970351.0,0,0.7837234042553192,2.99,0,0,0,94,V22,0.0,False
Gujarat,NIMUBEN JAYANTIBHAI BAMBHANIYA,24,0,0.0,0,3.34,3.34,0,0,0,24,V22,0.0,False
Gujarat,PARSHOTTAMBHAI RUPALA,41,12,6086525.0,0,5.700975609756098,8.67,0,0,0,41,V22,0.0,False
Gujarat,Prabhubhai Nagarbhai Vasava,60,46,14638584.0,0,19.6335,24.05,0,0,0,60,V22,0.0,False
Gujarat,RAJPALSINH MAHENDRASINH JADAV,49,0,0.0,0,3.34,3.34,0,0,0,49,V22,0.0,False
Gujarat,Rajeshbhai Naranbhai Chudasama,75,3,850000.0,0,1.0078666666666667,1.35,0,0,0,75,V22,0.0,False
Gujarat,SHOBHANABEN MAHENDRASINH BARAIYA,82,9,5096000.0,0,4.489634146341463,10.84,0,0,0,82,V22,0.0,False
Gujarat,Smt Poonamben Hematbhai Maadam,9,1,298400.0,0,2.582222222222222,2.61,0,0,0,9,V22,0.0,False
Gujarat,Vinod Chavda,29,5,2461849.0,0,0.24896551724137933,0.28,0,0,0,29,V22,0.0,False
Haryana,DEEPENDER SINGH HOODA,48,30,23635592.0,0,18.93583333333333,24.48,0,0,0,48,V22,0.0,False
Haryana,JAI PARKASH,63,0,0.0,0,3.34,3.34,0,0,0,63,V22,0.0,False
Haryana,Krishan Pal Gurjar,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Haryana,NAVEEN JINDAL,81,9,4813383.0,0,3.8841975308641974,6.64,0,0,0,81,V22,0.0,False
Haryana,Rao Inderjit Singh,12,8,10343438.0,0,14.21,19.92,0,0,0,12,V22,0.0,False
Haryana,SATPAL BRAHAMCHARI,8,3,1344000.0,0,0.21125,0.84,0,0,0,8,V22,0.0,False
Haryana,SELJA,20,0,0.0,0,3.34,3.34,0,0,0,20,V22,0.0,False
Haryana,Shri Dharambir Singh,39,4,2721461.0,0,1.206923076923077,29.55,0,0,1,38,V22,0.0,False
Haryana,VARUN CHAUDHRY,2,0,0.0,0,14.84,14.84,0,0,0,2,V22,0.0,True
Himachal Pradesh,Anurag Singh Thakur,41,0,0.0,0,3.58,3.58,0,0,0,41,V22,0.0,False
Himachal Pradesh,Kangana Ranaut,62,26,13904455.0,0,20.233225806451614,32.74,0,0,5,57,V22,0.0,False
Himachal Pradesh,RAJEEV BHARDWAJ,198,11,1769465.0,0,4.707929292929293,8.86,0,0,0,198,V22,0.0,False
Himachal Pradesh,Suresh Kumar Kashyap,92,30,7450000.0,0,8.914347826086956,12.27,0,0,0,92,V22,0.0,False
Jammu And Kashmir,ABDUL RASHID SHEIKH,14,0,0.0,0,3.9899999999999998,3.99,0,0,0,14,V22,0.0,False
Jammu And Kashmir,AGA SYED RUHULLAH MEHDI,22,0,0.0,0,3.3399999999999994,3.34,0,0,0,22,V22,0.0,False
Jammu And Kashmir,Jitendra Singh,108,62,11963246.0,0,17.40509259259259,28.1,0,0,1,107,V22,0.0,False
Jammu And Kashmir,Shri Jugal Kishore Sharma,7,0,0.0,0,3.34,3.34,0,0,0,7,V22,0.0,False
Jharkhand,Annpurna Devi,30,0,0.0,0,4.97,4.97,0,0,0,30,V22,0.0,False
Jharkhand,Bidyut Baran Mahato,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Jharkhand,DULU MAHATO,52,0,0.0,0,3.3400000000000003,3.34,0,0,0,52,V22,0.0,False
Jharkhand,KALI CHARAN MUNDA,78,78,48308000.0,0,20.75307692307692,24.88,0,0,0,78,V22,0.0,False
Jharkhand,KALI CHARAN SINGH,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Jharkhand,NALIN SOREN,117,19,7000000.0,0,7.514529914529914,8.46,0,0,0,117,V22,0.0,False
Jharkhand,SUKHDEO BHAGAT,48,0,0.0,0,5.36,5.36,0,0,0,48,V22,0.0,False
Jharkhand,Sanjay Seth,71,62,43208100.0,0,19.324225352112677,23.38,0,0,0,71,V22,0.0,False
Jharkhand,Vishnu Dayal Ram,74,0,0.0,0,4.29,4.29,0,0,0,74,V22,0.0,False
Karnataka,BASAVARAJ BOMMAI,15,0,0.0,0,3.3399999999999994,3.34,0,0,0,15,V22,0.0,False
Karnataka,CAPTAIN BRIJESH CHOWTA,51,0,0.0,0,3.34,3.34,0,0,0,51,V22,0.0,False
Karnataka,DR C N MANJUNATH,80,48,24797612.0,0,19.606749999999998,31.29,0,0,2,78,V22,0.0,False
Karnataka,DR. PRABHA MALLIKARJUN,5,0,0.0,0,3.34,3.34,0,0,0,5,V22,0.0,False
Karnataka,DR.K.SUDHAKAR,17,0,0.0,0,3.34,3.34,0,0,0,17,V22,0.0,False
Karnataka,E. TUKARAM,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Karnataka,G. KUMAR NAIK,9,0,0.0,0,3.34,3.34,0,0,0,9,V22,0.0,False
Karnataka,GOVIND MAKTHAPPA KARJOL,4,0,0.0,0,3.34,3.34,0,0,0,4,V22,0.0,True
Karnataka,H.D. KUMARASWAMY,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Karnataka,K. RAJASHEKAR BASAVARAJ HITNAL,51,0,0.0,0,3.34,3.34,0,0,0,51,V22,0.0,False
Karnataka,KOTA SRINIVAS POOJARY,44,26,12393048.0,0,16.76181818181818,18.16,0,0,0,44,V22,0.0,False
Karnataka,M. MALLESH BABU,3,0,0.0,0,3.5,3.5,0,0,0,3,V22,0.0,True
Karnataka,P C Mohan,1,1,4739506.0,0,17.99,17.99,0,0,0,1,V22,0.0,True
Karnataka,PRIYANKA SATISH JARKIHOLI,7,2,1050000.0,0,1.0071428571428571,2.69,0,0,0,7,V22,0.0,False
Karnataka,Parvatagouda Chandanagouda Gaddigoudar,56,0,0.0,0,4.97,4.97,0,0,0,56,V22,0.0,False
Karnataka,Pralhad Venkatesh Joshi,19,16,7820363.0,0,8.951052631578946,17.37,0,0,0,19,V22,0.0,False
Karnataka,SAGAR ESHWAR KHANDRE,5,3,750000.0,0,1.214,1.35,0,0,0,5,V22,0.0,False
Karnataka,SHOBHA KARANDLAJE,13,0,0.0,0,3.3400000000000003,3.34,0,0,0,13,V22,0.0,False
Karnataka,SHREYAS. M. PATEL,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Karnataka,SUNIL BOSE,20,0,0.0,0,14.795000000000002,40.05,0,0,6,14,V22,0.0,False
Karnataka,Shri B Y Raghavendra,42,0,0.0,0,3.34,3.34,0,0,0,42,V22,0.0,False
Karnataka,Shri LS Tejasvi Surya,14,8,6894260.0,0,8.142857142857142,16.84,0,0,0,14,V22,0.0,False
Karnataka,V. SOMANNA,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Karnataka,VISHWESHWAR HEGDE KAGERI,31,7,5700000.0,0,5.493548387096774,7.43,0,0,0,31,V22,0.0,False
Karnataka,YADUVEER KRISHNADATTA CHAMARAJA WADIYAR,34,0,0.0,0,3.34,3.34,0,0,0,34,V22,0.0,False
Kerala,ADV K FRANCIS GEORGE,2,0,0.0,0,6.93,6.93,0,0,0,2,V22,0.0,True
Kerala,Adv Adoor Prakash,47,0,0.0,0,3.34,3.34,0,0,0,47,V22,0.0,False
Kerala,Adv Dean Kuriakose,76,72,23579067.0,0,18.6125,26.97,0,0,3,73,V22,0.0,False
Kerala,Anto Antony,86,83,31083482.0,0,19.173372093023257,30.34,0,0,4,82,V22,0.0,False
Kerala,Dr Shashi Tharoor,14,0,0.0,0,3.34,3.34,0,0,0,14,V22,0.0,False
Kerala,K RADHAKRISHNAN,7,1,2871509.0,0,1.9714285714285713,8.52,0,0,0,7,V22,0.0,False
Kerala,K. C VENUGOPAL,26,15,24603972.0,0,22.11653846153846,30.34,0,0,8,18,V22,0.0,False
Kerala,Priyanka Gandhi Vadra,3,0,0.0,0,3.34,3.34,0,0,0,3,V22,0.0,True
Kerala,SURESH GOPI,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Kerala,Shri Benny Behanan,5,2,5757000.0,0,11.182,17.53,0,0,0,5,V22,0.0,False
Kerala,Shri Hibi Eden,19,17,21660186.0,0,23.307894736842105,37.72,0,0,7,12,V22,0.0,False
Kerala,Shri Kumbakudi Sudhakaran,36,34,13770233.0,0,20.408333333333335,27.83,0,0,2,34,V22,0.0,False
Kerala,Shri NK Premachandran,28,18,24901354.34,0,24.588214285714287,38.36,0,0,12,16,V22,0.0,False
Kerala,Shri Rajmohan Unnithan,22,4,1600000.0,0,1.901818181818182,3.77,0,0,0,22,V22,0.0,False
Kerala,Shri Suresh Kodikunnil,34,10,15075909.0,0,23.962352941176473,33.87,0,0,8,26,V22,0.0,False
Kerala,Vellalath Kochukrishnan Nair Sreekandan,13,0,0.0,0,3.3400000000000003,3.34,0,0,0,13,V22,0.0,False
Lakshadweep,MUHAMMED HAMDULLAH SAYEED,1,0,0.0,0,3.87,3.87,0,0,0,1,V22,0.0,True
Madhya Pradesh,ALOK SHARMA,13,0,0.0,0,3.3400000000000003,3.34,0,0,0,13,V22,0.0,False
Madhya Pradesh,ANITA NAGARSINGH CHOUHAN,35,0,0.0,0,3.34,3.34,0,0,0,35,V22,0.0,False
Madhya Pradesh,ASHISH DUBEY,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Madhya Pradesh,BHARAT SINGH KUSHWAH,1,0,0.0,0,3.58,3.58,0,0,0,1,V22,0.0,True
Madhya Pradesh,BHARTI PARDHI,74,0,0.0,0,3.87,3.87,0,0,0,74,V22,0.0,False
Madhya Pradesh,BUNTY VIVEK SAHU,92,5,850000.0,0,1.1092391304347826,4.48,0,0,0,92,V22,0.0,False
Madhya Pradesh,DARSHAN SINGH CHOUDHARY,51,15,1617884.0,0,2.0415686274509803,4.56,0,0,0,51,V22,0.0,False
Madhya Pradesh,DR. LATA WANKHEDE,79,19,15747630.0,0,19.73898734177215,34.9,0,0,3,76,V22,0.0,False
Madhya Pradesh,DR. RAJESH MISHRA,170,102,33745665.0,0,31.093647058823528,37.46,0,0,170,0,V22,0.0,False
Madhya Pradesh,Durga Das Uikey,221,138,32631426.0,0,19.29642533936651,21.82,0,0,0,221,V22,0.0,False
Madhya Pradesh,Faggan Singh Kulaste,34,8,8000000.0,0,10.365294117647059,10.87,0,0,0,34,V22,0.0,False
Madhya Pradesh,Gajendra Singh Patel,127,95,38671465.0,0,19.261811023622048,35.65,0,0,3,124,V22,0.0,False
Madhya Pradesh,Ganesh Singh,73,0,0.0,0,3.34,3.34,0,0,0,73,V22,0.0,False
Madhya Pradesh,Gyaneshwar Patil,218,87,24731533.0,0,20.546926605504588,27.24,0,0,15,203,V22,0.0,False
Madhya Pradesh,JYOTIRADITYA M. SCINDIA,47,19,13455273.0,0,20.157659574468084,25.77,0,0,10,37,V22,0.0,False
Madhya Pradesh,Janardan Mishra,23,23,31557367.0,0,21.301739130434783,26.36,0,0,4,19,V22,0.0,False
Madhya Pradesh,Mahendra Singh Solanky,7,0,0.0,0,3.34,3.34,0,0,0,7,V22,0.0,False
Madhya Pradesh,RAHUL SINGH LODHI,103,36,10659156.0,0,16.669417475728157,24.16,0,0,0,103,V22,0.0,False
Madhya Pradesh,Rodmal Nagar,110,99,45840547.0,0,20.355545454545457,27.36,0,0,3,107,V22,0.0,False
Madhya Pradesh,SAVITRI THAKUR,158,14,2324364.0,0,0.11253164556962027,1.27,0,0,0,158,V22,0.0,False
Madhya Pradesh,SHIVMANGAL SINGH TOMAR,44,21,16400000.0,0,20.022954545454546,25.08,0,0,3,41,V22,0.0,False
Madhya Pradesh,SHIVRAJ SINGH CHOUHAN,9,0,0.0,0,3.34,3.34,0,0,0,9,V22,0.0,False
Madhya Pradesh,Shankar Lalwani,109,2,500000.0,0,2.166238532110092,2.5,0,0,0,109,V22,0.0,False
Madhya Pradesh,Shri Anil Firojiya,140,24,2400000.0,0,0.8320000000000001,3.5,0,0,0,140,V22,0.0,False
Madhya Pradesh,Shri Sudheer Gupta,62,56,6794092.0,0,9.669677419354839,12.82,0,0,0,62,V22,0.0,False
Madhya Pradesh,Smt Himadri Singh,49,9,12472040.0,0,18.930204081632652,29.72,0,0,3,46,V22,0.0,False
Madhya Pradesh,Smt Sandhya Ray,61,0,0.0,0,3.34,3.34,0,0,0,61,V22,0.0,False
Madhya Pradesh,Virendra Kumar,14,4,3849039.0,0,2.087857142857143,4.17,0,0,0,14,V22,0.0,False
Madhya Pradesh,Vishnu Dutt Sharma,3,0,0.0,0,3.34,3.34,0,0,0,3,V22,0.0,True
Maharashtra,AASHTIKAR PATIL NAGESH BAPURAO,18,0,0.0,0,6.93,6.93,0,0,0,18,V22,0.0,False
Maharashtra,ADV GOWAAL KAGADA PADAVI,1,1,1199000.0,0,6.14,6.14,0,0,0,1,V22,0.0,True
Maharashtra,AMAR SHARADRAO KALE,12,0,0.0,0,3.34,3.34,0,0,0,12,V22,0.0,False
Maharashtra,ANUP SANJAY DHOTRE,29,3,1883603.0,0,0.4941379310344828,5.99,0,0,0,29,V22,0.0,False
Maharashtra,Amol Ramsing Kolhe,20,17,15880568.0,0,20.122,25.47,0,0,2,18,V22,0.0,False
Maharashtra,Arvind Ganpat Sawant,17,17,26374739.0,0,23.014705882352942,26.36,0,0,5,12,V22,0.0,False
Maharashtra,BACHHAV SHOBHA DINESH,5,2,2000000.0,0,2.88,7.08,0,0,0,5,V22,0.0,False
Maharashtra,BAJRANG MANOHAR SONWANE,6,0,0.0,0,4.78,4.78,0,0,0,6,V22,0.0,False
Maharashtra,BALWANT BASWANT WANKHADE,30,17,19841000.0,0,25.606333333333335,32.63,0,0,11,19,V22,0.0,False
Maharashtra,BALYA MAMA SURESH GOPINATH MHATRE,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Maharashtra,BHASKAR MURLIDHAR BHAGARE,4,0,0.0,0,3.34,3.34,0,0,0,4,V22,0.0,True
Maharashtra,BHAUSAHEB RAJARAM WAKCHAURE,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Maharashtra,BHUMARE SANDIPANRAO ASARAM,11,0,0.0,0,3.3399999999999994,3.34,0,0,0,11,V22,0.0,False
Maharashtra,CHHATRAPATI SHAHU SHAHAJI,5,0,0.0,0,3.34,3.34,0,0,0,5,V22,0.0,False
Maharashtra,DHANORKAR PRATIBHA SURESH ALIAS BALUBHAU,2,0,0.0,0,3.34,3.34,0,0,0,2,V22,0.0,True
Maharashtra,DR KALGE SHIVAJI BANDAPPA,25,16,16097787.0,0,21.588,33.85,0,0,5,20,V22,0.0,False
Maharashtra,Dhairyasheel Sambhajirao Mane,1,0,0.0,0,3.34,3.34,0,0,0,1,V22,0.0,True
Maharashtra,KALYAN VAIJINATHRAO KALE,6,0,0.0,0,3.34,3.34,0,0,0,6,V22,0.0,False
Maharashtra,MURLIDHAR MOHOL,12,0,0.0,0,3.34,3.34,0,0,0,12,V22,0.0,False
Maharashtra,NARAYAN TATU RANE,3,0,0.0,0,3.34,3.34,0,0,0,3,V22,0.0,True
Maharashtra,NILESH DNYANDEV LANKE,3,0,0.0,0,3.34,3.34,0,0,0,3,V22,0.0,True
