transaction_id,work_id,vendor_name,amount,date,expected_range,deviation_percent,ai_flag,payment_status
TXN-000013,WS/MP18086/2026,KRIDL BHUSIRI ACCOUNT WORKS,750000.0,2026-08-24,137500.0 - 750000.0,69.01408450704226,HIGH,Payment In-Progress
TXN-000014,WS/MP18080/2025,KRIDL BHUSIRI ACCOUNT WORKS,250000.0,2026-08-20,137500.0 - 750000.0,-43.66197183098591,MEDIUM,Payment In-Progress
TXN-000015,WS/MP18080/2025,KRIDL BHUSIRI ACCOUNT WORKS,250000.0,2026-08-20,137500.0 - 750000.0,-43.66197183098591,MEDIUM,Payment In-Progress
TXN-000016,WS/MP18080/2025,KRIDL BHUSIRI ACCOUNT WORKS,250000.0,2026-08-20,137500.0 - 750000.0,-43.66197183098591,MEDIUM,Payment In-Progress
TXN-000017,WS/MP18080/2025,KRIDL BHUSIRI ACCOUNT WORKS,125000.0,2026-08-20,137500.0 - 750000.0,-71.83098591549296,HIGH,Payment In-Progress
TXN-000018,WS/MP18080/2025,KRIDL BHUSIRI ACCOUNT WORKS,250000.0,2026-08-20,137500.0 - 750000.0,-43.66197183098591,MEDIUM,Payment In-Progress
TXN-000019,WS/MP18080/2025,KRIDL BHUSIRI ACCOUNT WORKS,250000.0,2026-08-20,137500.0 - 750000.0,-43.66197183098591,MEDIUM,Payment In-Progress
TXN-000020,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000021,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000022,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000023,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000024,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000025,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000026,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000027,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000028,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000029,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000030,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000031,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000032,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000033,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000034,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000035,WS/MP18239/2025,R G SUPLLIER,36159.0,2026-08-20,36159.0 - 36159.0,0.0,LOW,Payment In-Progress
TXN-000036,WS/MP18007/2024,VIJAYA VIKRAM CONSTRUCTIONS,1097173.0,2026-08-27,1097173.0 - 1097173.0,0.0,LOW,Payment In-Progress
TXN-000037,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000038,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000039,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000040,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000041,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000042,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000043,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000044,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000045,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000046,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-23,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000047,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000048,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000049,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000050,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000051,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000052,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000053,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000054,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000055,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000056,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000057,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000058,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000059,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000060,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000061,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000062,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000063,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000064,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000065,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000066,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000067,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000068,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000069,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000070,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000071,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000072,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000073,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000074,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000075,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000076,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000077,WS/MP18222/2025,Ajay Kumar Singh,18044.0,2026-07-23,18044.0 - 19992.0,-5.121463876327689,LOW,Payment In-Progress
TXN-000078,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000079,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000080,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000081,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000082,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000083,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000084,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000085,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000086,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000087,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000088,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000089,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000090,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000091,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000092,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000093,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000094,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000095,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000096,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000097,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000098,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000099,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000100,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-21,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000101,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000102,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000103,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000104,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000105,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000106,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000107,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000108,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000109,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000110,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000111,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000112,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000113,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000114,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000115,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000116,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000117,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000118,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000119,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000120,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000121,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000122,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000123,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000124,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000125,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000126,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000127,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000128,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000129,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000130,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000131,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000132,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000133,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000134,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000135,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000136,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000137,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000138,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000139,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000140,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000141,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000142,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000143,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000144,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-08-18,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000145,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-08-18,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000146,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-08-18,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000147,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000148,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000149,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000150,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000151,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000152,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000153,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000154,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000155,WS/MP18222/2025,Ajay Kumar Singh,19992.0,2026-07-22,18044.0 - 19992.0,5.121463876327689,LOW,Payment In-Progress
TXN-000156,WS/MP18272/2026,RAJAT SUBHRA MANDAL,4881631.0,2026-08-17,4881631.0 - 4881631.0,0.0,LOW,Payment In-Progress
TXN-000157,WS/MP18314/2026,Medica Enterprises,2092800.0,2026-08-17,2092800.0 - 2092800.0,0.0,LOW,Payment In-Progress
TXN-000158,WS/MP18305/2026,SML ISUZU LTD,1768000.0,2026-08-24,1768000.0 - 1768000.0,0.0,LOW,Payment In-Progress
TXN-000159,WS/MP18072/2025,SABBIR ANSARI,375000.0,2026-08-27,257100.0 - 361900.0,21.163166397415186,MEDIUM,Payment In-Progress
TXN-000160,WS/MP18072/2025,SABBIR ANSARI,244000.0,2026-08-27,257100.0 - 361900.0,-21.163166397415186,MEDIUM,Payment In-Progress
TXN-000161,WS/MP18311/2026,DASHMESH ENGG WORKS,350000.0,2026-08-10,350000.0 - 350000.0,0.0,LOW,Payment In-Progress
TXN-000162,WS/MP18314/2025,Sidhu Cement Store Fatehgarh Channa,44630.0,2026-08-26,20591.0 - 41959.0,42.70183852917666,MEDIUM,Payment In-Progress
TXN-000163,WS/MP18314/2025,Sidhu Cement Store Fatehgarh Channa,17920.0,2026-08-26,20591.0 - 41959.0,-42.70183852917666,MEDIUM,Payment In-Progress
TXN-000164,WS/MP856/2025,MRK CONSTRUCTIONS,133800.0,2026-08-08,133800.0 - 133800.0,0.0,LOW,Payment In-Progress
TXN-000165,WS/MP381/2026,SURINDER TRADERS,495474.0,2026-08-25,495741.4 - 497880.6,-0.26911642455581697,LOW,Payment In-Progress
TXN-000166,WS/MP381/2026,SURINDER TRADERS,498148.0,2026-08-25,495741.4 - 497880.6,0.26911642455581697,LOW,Payment In-Progress
TXN-000167,WS/MP017/2025,Raveendhra G,1599822.0,2026-08-27,1599822.0 - 1599822.0,0.0,LOW,Payment In-Progress
TXN-000168,WS/MP334/2025,JUNIOR ENGINEER RDSD BOKARO,70000.0,2026-08-26,25000.0 - 56500.0,71.77914110429448,HIGH,Payment In-Progress
TXN-000169,WS/MP334/2025,JUNIOR ENGINEER RDSD BOKARO,25000.0,2026-08-26,25000.0 - 56500.0,-38.65030674846626,MEDIUM,Payment In-Progress
TXN-000170,WS/MP334/2025,JUNIOR ENGINEER RDSD BOKARO,25000.0,2026-08-26,25000.0 - 56500.0,-38.65030674846626,MEDIUM,Payment In-Progress
TXN-000171,WS/MP334/2025,JUNIOR ENGINEER RDSD BOKARO,25000.0,2026-08-26,25000.0 - 56500.0,-38.65030674846626,MEDIUM,Payment In-Progress
TXN-000172,WS/MP494/2025,SAI ENTERPRISES,665840.0,2026-08-26,464573.2 - 633187.7,21.30874765169718,MEDIUM,Payment In-Progress
TXN-000173,WS/MP494/2025,SAI ENTERPRISES,556999.0,2026-08-26,464573.2 - 633187.7,1.479110797260119,LOW,Payment In-Progress
TXN-000174,WS/MP494/2025,TANYA CONSTRUCTION,287553.0,2026-08-26,66054.0 - 287553.0,62.639879866631595,HIGH,Payment In-Progress
TXN-000175,WS/MP494/2025,TANYA CONSTRUCTION,66175.0,2026-08-26,66054.0 - 287553.0,-62.57144230742039,HIGH,Payment In-Progress
TXN-000176,WS/MP494/2025,TANYA CONSTRUCTION,65762.0,2026-08-26,66054.0 - 287553.0,-62.80503496819916,HIGH,Payment In-Progress
TXN-000177,WS/MP494/2025,TANYA CONSTRUCTION,66077.0,2026-08-26,66054.0 - 287553.0,-62.62687107438484,HIGH,Payment In-Progress
TXN-000178,WS/MP494/2025,TANYA CONSTRUCTION,66054.0,2026-08-26,66054.0 - 287553.0,-62.639879866631595,HIGH,Payment In-Progress
TXN-000179,WS/MP494/2025,TANYA CONSTRUCTION,66175.0,2026-08-26,66054.0 - 287553.0,-62.57144230742039,HIGH,Payment In-Progress
TXN-000180,WS/MP494/2025,TANYA CONSTRUCTION,66175.0,2026-08-26,66054.0 - 287553.0,-62.57144230742039,HIGH,Payment In-Progress
TXN-000181,WS/MP494/2025,TANYA CONSTRUCTION,66175.0,2026-08-26,66054.0 - 287553.0,-62.57144230742039,HIGH,Payment In-Progress
